erakond,message
reform,"Miks just tööjõumaksude langetamine?
Rahanduskomisjoni liige ja endine rahandusminister Aivar Sõerd selgitab, kuidas tööjõumaksude langetamine loob eeldused veelgi kiiremaks majanduskasvuks ning konkurentsivõimelisemaks ettevõtluskeskkonnaks. Tööjõumaksude alandamine ja tulumaksuvaba tulu suurendamine ei lisa majandusele täiendavaid riske, samas kui näiteks miinimumpalga administratiivkorras ja ennaktempos tõstmine pärsib uute töökohtade loomist. Kõikidest erakondadest võidab keskmist palka teeniv inimene Reformierakonnaga kõige rohkem."
reform,"Eesti majanduse üheks veduriks on suurema lisandväärtusega kaupade tootmine. Lisandväärtusega kaupade tootmise aluseks on teadus- ja arendustegevus, mille edukus on otseses seoses sinna investeeritud rahaga. Eesmärgi saavutamiseks loome täiendavad motivaatorid erakapitali kaasamiseks teadus- ja arendustegevuse rahastamiseks vähemalt 2/3 ulatuses. #kindlaltedasi"
reform,"Rahandusminister Maris Lauri kirjutab, et jõudes 2019. aastaks Reformierakonna poolt püstitatud sihtideni – 300 eurot maksuvaba miinimumi, 31% sotsiaalmaksu ja 1,95% töötukindlustusmaksu –, siis on keskmist palka teeniva inimese maksukoormus aastases arvestuses 756 eurot vähenenud. Selline maksuvähendus on võimalik kahjustamata eelarvetasakaalu. #kindlaltedasi"
reform,"REFORMIERAKONNA 20. JUUBEL

Lõpetame juubeligalerii selle neljapäevaga, kui Reformierakond tähistas pidulikult oma 20. tegutsemisaasta täitumist. Kohal olid Reformierakonna jaoks tähtsad inimesed asutajaliikmetest kontoritöötajateni, lisaks palju sõpru ja toetajaid. Üheskoos meenutati sündmusi ja inimesi, kes nende kahe kümnendi jooksul Eesti ja erakonna arengus märkimisväärset rolli on omanud.

Aitäh kõigile kohalolijatele. Aitäh kõigile kaasaelajatele ja toetajatele. Kindlalt edasi!"
reform,"LASTETOETUSTE TÕUS
2012. aasta juunis erakonna üldkogul Viljandis nimetas Andrus Ansip valitsuse üheks kõige olulisemaks ülesandeks lastetoetuste reformi läbiviimise. Tänaseks oleme jõudnud plaaniga sinnamaani, et järgmisest aastast tõuseb esimese ja teise lapse toetus 45 euroni ja pered, kes vajavad riigi tuge enam, saavad kokku 90 eurot nii esimese kui teise lapse kohta. Kolmanda lapse toetus tõuseb 100 euroni kõigil, sissetulekust sõltumata."
reform,"Reformierakonna sissetulekute ja jõukuse kasvatamise strateegia mitte ainult ei langeta tööjõu maksukoormust, vaid loob Eesti majandusele eeldused senisest kiiremini kasvada, mis omakorda suurendab nii palkasid kui pensione."
reform,"Julgeolekustrateegia esitlustuur viis täna Jõhvi, kus erukindral Ants Laaneots kohtus ka Ida-Virumaa venekeelsete noortega. http://www.tv3play.ee/sisu/seitsmesed-uudised-2014/479389?autostart=true"
reform,"Kolmapäeval kogunenud Reformierakonna juhatus kinnitas erakonna esimehe, peaminister Taavi Rõivase ettepanekul välisministri kandidaadiks erakonna aseesimehe, praeguse keskkonnaministri Keit Pentus-Rosimannuse ja keskkonnaministri kandidaadiks senise Riigikogu riigikaitsekomisjoni esimehe Mati Raidma."
reform,"Tule kuula, mida arvavad Eesti riigikaitsest ja julgeolekust endine kaitseväe ülemjuhataja Johannes Kert ja Riigikogu liige Kalle Laanet.
Miks on vaja sõdurigarantiid ning kohustuslikku riigikaitseõpetust? 

Esitlemisele tuleb Rahvusliku julgeoleku strateegia. 
Vt lisa www.reform.ee/julgeolek

Tule ise ja võta ka sõber kaasa!"
reform,"Reformierakonnaga otsustas liituda Eesti Laul produtsent Heidy Purga, kes kandideerib 1. märtsil toimuvatel Riigikogu valimistel Riigikogusse."
reform,"Rõivas rõhutas oma sõnavõtus, et iga riik peab saama valida oma tulevikku. “Ukraina peab saama tagasi täieliku kontrolli oma territooriumi ja piiri üle ning me kõik peame tegema jõupingutusi, et teha lõpp relvastatud konfliktile Ukrainas,” ütles Rõivas."
reform,"Kolmapäeval kogunenud Reformierakonna juhatus võttis erakonna liikmeteks vastu endised Eesti kaitseväe juhatajad, kindralid reservis Ants Laaneotsa ja Johannes Kerdi."
reform,"Valitsus kinnitas tuleva aasta riigieelarve, mille peamine eesmärk on suurendada Eesti elanike kindlustunnet. Järgmisel aastal tööjõumaksud vähenevad: tulumaks langeb 20 protsendile, töötuskindlustusmakse 2,4 protsendile ning tulumaksuvaba miinimum tõuseb 154 euroni kuus. Kõik see kokku tähendab Eesti keskmist palka saavale inimesele tulu 170 lisaeurot aastas kätte."
reform,"Eesti NATO Ühingu juhatuse esimees jagab Reformierakonna rahvusliku julgeolekustrateegia ideed, et riigikaitseõpetus peaks jõudma kohustuslikuna iga üldhariduskooli õpilaseni, sest riigi kaitsmine ei saa olla valikuline. "
reform,"Peaminister Taavi Rõivase sõnul oli lõppenud NATO tippkohtumine Eesti jaoks viimase kümne aasta edukaim ning tänasel Põhja Atlandi Nõukogu kohtumisel kiitsid riigipead ja valitsusjuhid heaks NATO vägede kohalokeku jätkumise ja suurendamise NATO idatiival, sealhulgas Eestis."
reform,"Just praegu toimub Reformierakonna peakontoris programmitöörühma koosolek ning arutletakse rahvusliku julgeoleku strateegia ideede üle.

Loe ka Sina mõtteid meie rahvusliku julgeoleku ideedekogumist. Kiida. Laida. Arenda edasi.
https://medium.com/reformierakonna-rk2015-programmi-arutelu-rahvuslik"
reform,"„Täna otsustasime töötukassa nõukoguga ühehäälselt, et on õige aeg töötuskindlustusmakset vähendada. On ju teada tõsiasi, et tööjõumaksud mõjutavad töökohtade tekkimist. Loodan väga, et meie tänane otsus aitab kaasa uute töökohtade loomisele,“ ütles Kruuse.

Eesti Töötukassa nõukogu tegi ühehäälselt valitsusele ettepaneku kehtestada järgmiseks neljaks aastaks töötuskindlustusmakse määraks praeguse 3 protsendi asemel 2,4 protsenti."
reform,"Eesti noorteühendused on esitanud Riigikogule ettepaneku langetada valimisiga. Milliseid sellekohaseid uuringuid on läbi viidud ning kuidas muutus meid mõjutaks? Teemat avavad Rait Maruste ning Joonas Vänto.
____

Osale ka teistel aruteludel:

Reede, 15. august 2014

13:00 Kuidas suurendada noorte ettevõtlikkust?

Noorte ettevõtlikkus on üks riigi arengu aluseid. Kuidas tagada noortele kindlustunne ning motivatsioon oma unistusi ellu viia?

Osalejad:
Andrus Punt – Vastne põhikooli lõpetanud Tartu noor
Jonatan Karjus – Tallinna Ülikooli riigiteaduste üliõpilane, noor ettevõtja
Janno Lehemets – Paide abilinnapea, ettevõtja
Kristjan Kõljalg – Koigi vallavanem, ettevõtja
                
17:00 Kuidas tagada riigi energiajulgeolek?

Paiknedes Euroopa idaservas, on energeetiline julgeolek üks iseseisvuse säilitamise aluseid. Energiajulgeolekut puudutavatel teemadel diskuteerivad Kalev Kallemets ja Kalle Palling.

Osalejad:
Kalev Kallemets – Riigikogu liige, TTÜ doktorant
Kalle Palling – Riigikogu liige, Euroopa Liidu asjade komisjoni esimees

Laupäev, 16. august 2014

12:00 Milline peaks olema Eesti maksupoliitika 10 aasta pärast?

Riikide majanduskeskkond on pidevas muutumises. Ka maksupoliitika peab ajaga kaasas käima. Millised arengud meid ees ootavad? Teemal arutlevad Aivar Sõerd ning Tõnis Kõiv.
Osalejad: 
Aivar Sõerd – Riigikogu liige, endine rahandusminister
Tõnis Kõiv – Riigikogu liige

14:00 Valimisea langetamine – kellele ja miks?

Eesti noorteühendused on esitanud Riigikogule ettepaneku langetada valimisiga. Milliseid sellekohaseid uuringuid on läbi viidud ning kuidas muutus meid mõjutaks? Teemat avavad Rait Maruste ning Joonas Vänto.
Osalejad:
Rait Maruste – Riigikogu liige, Põhiseaduskomisjoni esimees
Joonas Vänto – Reformierakonna Noortekogu esimees

16:00 Kes meid kaitseb ja keda kaitseme meie?
Euroopa piirialadel arenevate sündmuste valguses on järjest enam fookuses julgeolekut puudutavad küsimused. Kes meid kaitseb? Keda peame meie kaitsma? Mõtteid vahetavad Mati Raidma ja Margus Hanson.
Osalejad:
Mati Raidma – Riigikaitsekomisjoni esimees
Margus Hanson – Riigikogu liige, endine kaitseminister"
reform,"Homme täitub valitsusel 100 päeva ametisseastumisest. Loe kokkuvõtet olulisematest otsustest ja ettevõtmistest, mis selle ajaga ära on tehtud. #valitsuse100päeva"
reform,"Valik on lihtne - miljonid, mis kulutatakse Tallinna propagandakanalile, tuleb anda lasteaedadele remondirahaks, leiab Tallinna Linnavolikogu Reformierakonna fraktsiooni aseesimees Õnne Pillak.

http://www.delfi.ee/news/paevauudised/arvamus/onne-pillak-jatkuvalt-seisame-valiku-ees-kas-lapsed-voi-tallinna-televisioon.d?id=68841961"
reform,"Täna kell 20.05 tasub vaadata ETV-d, sest Kahekõne saates on mees, kes kogus rahvalt Euroopa Parlamendi valimistel kõige enam hääli - Andrus Ansip."
reform,
reform,"Meie pikaaegsele peaministrile, mehele, kes viib Eesti sõnumi Euroopas päriselt kohale, saab nendel valimistel oma hääle anda üle terve Eesti. Vali Ansip. Andrus Ansip. Kindlalt.
www.valimised.ee"
reform,"Täna kell 14.05 keera raadio Vikerraadio sagedusele, sest algab intervjuu Andrus Ansipiga. Räägitakse valimiskampaaniast, volinikuks kandideerimisest, Euroopa Liidu tulevikust ja paljust muust! "
reform,"Oled neljapäeval Pärnus? Või äkki hoopis Tartus, Jõhvis või Rakveres? Siis tule astu läbi ja kuula, mida räägivad Andrus Ansip, Kaja Kallas ja Urmas Paet."
reform,"Riigikogu reformierakondlasest liikme Jaanus Tamkivi sõnul on kvaliteetne laevaühendust vähendanud vajadust püsiühenduse järele saartega, samas tuleb lähiajal paika saada, millise strateegiaga riik laevaühenduse osas jätkab."
reform,"Kõigi valitsuste tehtud töö tulemusena oleme jõudnud reaalselt uude välispoliitilisse olukorda, kus võime kinnitada, et Eesti ei ole enam mitte kunagi üksi, kirjutab peaminister Taavi Rõivas."
reform,Vaata lisa http://www.reform.ee/europarlament-valimised-vali
reform,"Lisaks demokraatlike riikide absoluutsele enamikule on Krimmi okupeerimist ja annektsiooni asunud hukka mõistma ka Valgevene juht. Seda kummalisem on asjaolu, et Edgar Savisaar on oma seiskohtades endiselt Venemaa ja tema liitlaste Põhja-Korea, Mongoolia, Süüria, Venezuela ja Kasahstani poolel. Need viis riiki on lisaks Venemaale ainukesed, kes Krimmi vabariigi referendumi seaduslikkust tunnustavad."
reform,"""Parem siis tegelgu tõesti vareste kastreerimise ja ränikivist kotlettide tegemisega"" - kelle kohta Igor Gräzin talle omases värvikas stiilis just niiviisi arvas, saad täpsemalt lugeda Postimehe veebist."
reform,"Suurem heaolu ja toimiv demokraatia on Eesti julgeoleku parim tagatis, lisaks usaldusväärsetele liitlassuhetele NATOs ja Euroopa Liidus. See on kurss, mis muudab kõigi elu paremaks. Olen selles kindel.

http://www.reform.ee/paremal-kursil"
reform,"Täna allkirjastati kevadkoalitsiooni leping. Täna on ÜRO peaassamblee poolt määratud rahvusvaheline õnnepäev. Täna 18.57 algab kevad. Küll see 20. märts 2014 on üks positiivne päev. Ilusat kevadet!

Foto: Tairo Lutter/Postimees"
reform,"Esimese ja teise lapse toetus tõuseb 1. jaanuarist 2015 19,18 eurolt 45 euroni ja pered, kes vajavad riigi tuge enam, saavad veel 45 eurot vajaduspõhist toetust lisaks ehk kokku 90 eurot nii esimese kui teise lapse kohta. Kolmanda lapse toetus tõuseb 76,7 eurolt 100 euroni."
reform,
reform,"Tallinna Linnavolikogu Reformierakonna fraktsiooni liige Martin Kukk teeb linnapea Edgar Savisaarele ettepaneku maksta kinni hiljutise erareisi kulud Venemaale 2384 euro väärtuses linnaeelarvesse ning tagastada Vladimir Jakuninile Venemaa Raudteede jope, mille linnapea Eesti koondise jope vastu vahetas."
reform,"Sotsiaalminister Taavi Rõivas kirjutab, et Eesti patsientide rahulolu tervishoiuga varjutavad liiga pikad ravijärjekorrad. Niisiis peaks kvaliteetse tervishoiuteenuse avalikule ootusele vastav kättesaadavus olema järgmine eesmärk arstiabi korralduses."
reform,"Reformierakonna Põlva piirkond esitas Euroopa Parlamendi valimiste kandidaadiks Riigikogu kultuurikomisjoni esimehe Urmas Klaasi, erakonna Tartu piirkond Riigikogu põhiseaduskomisjoni esimehe Rait Maruste ja Viimsi piirkond Riigikogu liikme Aivar Sõerdi."
reform,"Koostisosad, mis teevad seadusest hea seaduse: analüüsimine, arutlemine, mõjude hindamine, selgitamine ja teema selgeks vaidlemine kaasamise käigus. Seadusloome üle arutleb justiitsminister Hanno Pevkur."
reform,"Riigikogu võttis täna vastu 2014. aasta riigieelarve, mis võimaldab suurendada inimeste heaolu - suurenevad nii riigi heaks töötavate inimeste palgad kui pensionid. Keskmisest enam tõusevad kultuuritöötajate, õpetajate ja hooldustöötajate palgad. Eesti on üks neist vähestest Euroopa Liidu liikmesriikidest, kus nii kiire pensionide tõus aset leiab. 

Lisaks tõstetakse ka toimetulekutoetusi 90 euroni kuus, seega absoluutses vaesuses elavate inimeste arv väheneb umbes 5000 leibkonna võrra."
reform,"Reformierakond saab täna 19 aastaseks.

Tänud, et oled toetanud Reformierakonda. Sa seisad koos meiega liberaalse maailmavaate ja Eesti eduloo jätkumise eest. Sa seisad koos meiega vaba ja võimalusterohke keskkonna eest, kus saavad sündida meie kõigi elu edasi viivad uued ja paremad mõtted. Sa annad elujõudu poliitikale, mis rajaneb lihtsatel liberaalsetel väärtustel, nagu üksikisiku vabadus ise otsustada, ettevõtlike inimeste ja ettevõtjate kaitse, madalad maksud ja sallivus. 

Reformierakond on enim Eesti elu edasi viinud ja valitsusvastutust kandnud erakond Eestis. Hoiame Eesti edu."
reform,"VANA KULD, päevakajaline just täna. 1% otsustab Tallinna tuleviku! Valima, kõik valima!

http://www.youtube.com/watch?v=uHw2zbG6GXE"
reform,Täna oli Randpere linnavalitsuse ees. Teie toel on ta peatselt linnavalitsuses sees. Tallinn veelgi uhkemaks!
reform,"Reformierakonna Tallinna linnapeakandidaat Valdo Randpere jagas laupäeval Kristiine Keskuse juures inimestele „Tallinn aitab!"" plakatitest valmistatud taaskasutuskotte. Valdo sõnul on sel viisil linnaelanikel mingigi praktiline kasu linnavalitsuse poolt näilise heaolu reklaamimiseks kulutatud miljonitest eurodest maksumaksja rahast."
reform,"Sisu loeb! Loe sina ka, kuidas Valga veelgi uhkemaks saab."
reform,Kiire palgatõus ja tööpuuduse vähenemine toob järgmine aasta kaasa viimase kuue aasta kiireima pensionitõusu! Pensionärile jääb keskmiselt 20 eurot kuus rohkem kätte.
reform,"„Ma olen uhke Eesti üle. Ma olen uhke Reformierakonna üle. Ma olen uhke Eesti tööinimese loodud viljade üle. Ma olen uhke Eesti üle ja ma pole ainus,“ rääkis Reformierakonna esimees, peaminister Andrus Ansip laupäeval õhtul Nokia kontserdimajja erakonna kohalike valimiste kampaania „Uhke Eesti üle“ avaüritusele „Läbi tule ja vee“ üle Eesti kogunenud 1500-le kandidaadile."
reform,"Reformierakonna Tallinna linnapeakandidaat Valdo Randpere kutsus esmaspäevaks kokku Ülemiste ühistranspordikeskuse rajamise teemalise asjatundjatega ümarlaua, et arutada sajandi suurima linnaarenduskava mõju ja ajakava."
reform,"24. augustil toimuval Tartu rulluisusprindil alustab Reformierakond tervisetuuriga ""Mida tervem, seda uhkem!"" Ürituste sarja raames annab personaaltreener tasuta nõu, kuidas oma tervist paremini hoida ja paremat füüsilist vormi saavutada. Tule saa osa Eesti suurimast rulluisutuurist ning astu läbi ka meie tervise telgist!"
reform,"16.-17. augustil toimub Paides esmakordselt Eestis arutlemiskultuuri toetav Arvamusfestival 2013. 

Reformierakond koos Liberalismi Akadeemiaga on samuti festivalil esindatud Vabaduse kohvikuga.

Vabaduse kohviku programm:

Reede 16 august
14:00-15:00 Kuidas jagada peretoetusi nii, et jagajale ei jääks näpud? Laine Randjärv
15:30-17:30 Millega küpsetada palgalõhet? Arto Aas, Aivar Sõerd ja Urve Tiidus.
18:00-19:00 Kes valvab valvureid? Hanno Pevkur

Laupäev 17. august
11:00-13:00 Kuidas saada moos kommi sisse ehk ettevõtted Järvamaale? Lembit Nõlvak, Teet Kallakmaa, Rein Oselin, Janno Lehemets, Andrus Eensoo, Kristjan Kõljalg.
15:00-16:30 Kas raha hais toob ka paha haisu? Tõnis Kõiv

Tule kuula, mõtle ja arutle kaasa!

Loe lisa: http://www.arvamusfestival.ee/"
reform,
reform,"Kaks aastat tagasi alanud keskkonnaminister Keit Pentus-Rosimannuse võitlus selle eest, et Tuhala nõiakaevu piirkonnas kaevanduste ettevalmiatamine peatada, sai Riigikohtus positiivse lõpu."
reform,"""Soomlastel võttis 1990ndatel päris kaua aega arusaamiseks, et eestlastele pole vaja enam demokraatiat ja turumajandust õpetada. 

Täna on aga e-teenuste küsimustes siirdunud õpetajaroll üle Soome lahe lõunakaldale.""

http://www.hs.fi/paakirjoitukset/Pikkuveli+Viro+kasvoi+opettajaksi/a1369451174459"
reform,"Riigikogu liikme Valdo Randpere sõnul on tänuväärne, et riik eraldas toetuse Tallinna lasteaedade investeeringute ja lasteaedadega seotud tegevuste toetamiseks, millega 26 lasteaeda saavad kauaoodatud oste ja remonte teha."
reform,"Keskkonnaminister Keit Pentus-Rosimannuse kindel seisukoht on olnud, et Nabalas Tuhala nõiakaevu läheduses ei saa anda kaevandamisluba ning nüüd kinnitas ka kohus, et keskkonnaministeeriumi võitlus kaevandamise vastu oli põhjendatud."
reform,"""Möödunud nädalal riigikogus vastu võetud ravimiseaduse muudatus kaitseb tulevikus patsiente tõhusamalt võltsravimite eest ning muudab ravimid inimesele kättesaadavamaks,"" lubab sotsiaalkomisjoni liige Maret Maripuu."
reform,"Tallinna Linnavolikogu Reformierakonna fraktsiooni esimehe Õnne Pillaku sõnul tuleb linnavalitsusel pingutada selle nime, et sügisest saaks kõik Tallinna lapsed soovi korral endale lasteaiakoha."
reform,"Täna Toompeal kogunenud Reformierakonna omavalitsuskogu arutas riigikogu menetluses olevat põhikooli- ja gümnaasiumiseaduse (PGS) muudatusi ning leidis, et tõsisemat tähelepanu tuleb pöörata erivajadustega laste haridusele."
reform,"Reformierakonna Tallinna piirkonna juht Valdo Randpere kutsub Tallinna linnavolikogu opositsioonierakondi arutama, kuidas muuta Tallinna juhtimine inimeste keskseks ja ausaks. 
"
reform,
reform,"Oleme Eestis jõudmas selleni, et riigieelarvest makstavad peretoetused on suuremad nendel peredel, kes rohkem abi vajavad. Leian, et just abivajajate aitamisele keskendudes, peaks tulevikus arenema kogu Eesti sotsiaalpoliitika, mitte libastudes raha jagamisel «igaks juhuks»."
reform,"Tallinna linnavolikogu Reformierakonna fraktsiooni esimehe Õnne Pillaku sõnul peaks Tallinna linnavalitsus suunama 2013. aasta linnaeelarvega lisavahendeid teedele, lasteaedadele, keelekümblusele ja tervishoiule. Tallinnast on võimalik luua linn, mis hoolib nii suurtest kui ka väikestest, kuid selleks tuleb linna juhtimisel teha otsuseid elanike huvisid ja soove arvestades."
reform,"""Arukas, avatud ja vihkamisest vaba arutelu, mida Vabariigi Presidendi avaldus tähtsustab, on Eesti ühiskonnas vajalik. Sisuline arutelu, lahenduste pakkumine, kuidas asju paremini korraldada, kuidas poliitilist süsteemi, kultuurigi täiendada - on terve ja tervendav.

Kuidas muuta poliitilist süsteemi avatumaks, sealhulgas ka täna avaldatud ühiskonnategelaste pöördumises sisalduvaid ettepanekuid, arutame põhjalikult. Sellele keskendub ka me järgmisel nädalal toimuv erakonna juhatus.

Vabariigi Presidendi ettepanek rääkida sisust ning sellest, mida saame paremaks muuta - võiks olla edasise debati aluseks ja eesmärgiks."""
reform,"Sotsiaalminister Hanno Pevkur täna 21.40 ETV saates Foorum, teemaks arstide streik."
reform,"Taavi Rõivas täna 21.40 ETV saates Foorum, arutletakse tuleva aasta riigieelarve üle."
reform,"Tulevast aastast alaneb töötuskindlustuse maksemäär 4,2 protsendilt 3 protsendile, mis tähendab kõigile töötajatele ja ka ettevõtjatele päris olulist maksukoormuse leevendust ning tööinimestele sissetulekute tõusu. Selle muudatuse tulemusel jääb keskmiselt igale perele aastas rohkem raha kätte kuni 180 eurot."
reform,"Järgmise aasta esimesest juulist soovime tõsta esimese ja teise lapse toetust seniselt 19,18 eurolt lapse kohta 30 euroni ning iga järgneva lapse puhul seniselt 57,5 eurolt 80 eurole lapse kohta. Reformi lõplikul jõustumisel 2015. aastast saaksid abivajavad pered 40 eurot kuus esimese ja teise lapse kohta ning 115 eurot kolmandast lapsest alates. See tähendab lastetoetuste kahekordistamist võrreldes tänasega ja võimaldab näiteks nelja lapsega perel laste arengusse panustada praegusega võrreldes aastas üle 1800 euro rohkem."
reform,"Riigikogu rahanduskomisjoni liige Aivar Sõerd toonitas täna Euroopa stabiilsusmehhanismiga liitumise eelnõu teisel lugemisel, et Euroopa Liidu mured on meie ühised mured ning euroala päästes toetame ka iseenda tulevikku."
reform,"Aastas tuuakse üle piiri illegaalseks edasimüügiks ligi 12 miljonit liitrit kütust, mis tähendab, et maksudena jääb laekumata üle viie miljoni euro, millega muidu saaks rahastada olulisi valdkondi."
reform,"„Omal alal kompetentsete inimeste ja Eesti riigikassat maksudega täitvate ettevõtjate suhtlemine ei ole poliitikutega susserdamine või eelistega kauplemine. Oluline on, et ettevõtjate ja poliitikute vaheline infovahetuse saaks seadustatud ehk pandaks paika vastavad lobireeglid,“ pakkus Reformierakonna peasekretär Martin Kukk välja erakonna Üldkogul Viljandis."
reform,"Reformierakonna peasekretäri isiklikul hinnangul võiksid headeks kandidaatideks Tarkade Kogusse olla näiteks Meelis Atonen, Valve Kirsipuu, Hannes Astok ja Ignar Fjuk. Nende näol on tegemist inimestega, kes alati osutavad probleemidele, kui nad neid näevad ning omavad pikaajalist kogemust Eesti demokraatia arendamisel."
reform,Sotsiaalminister Hanno Pevkur täna kell 12 Kuku raadios saates Ministri Vastuvõtt. Kuula http://player.kuku.ee/!
reform,"Eilne telearutelu valimisea langetamise teemal jätkub täna 22.35 TV3 saates Kolmeraudne, kus väitlevad justiitsminister Kristen Michal ja Viktor Vassiljev."
reform,"Riigikogu menetluses on seaduseelnõu, mille põhieesmärgiks on riigilõivude alandamine, nende viimine kulupõhiseks ning kogu meie kohtutoimingute lõivustamise süsteemi üldine lihtsustamine."
reform,"Riigikogu liige Urve Tiidus täna 21.40 ETV Foorumi saates, teemaks riigi ja  omavalitsuste suhted."
reform,"Pealinna ühistransporti ei peaks reformima odavamaks, vaid hoopis kiiremaks ja mugavamaks, kirjutab Tallinna linnavolikogu Reformierakonna fraktsiooni aseesimees Ants Leemets. Taandarengu asemel on vaja edasiminekut."
reform,Kaunist naistepäeva!
reform,
reform,"Täna kell 13 Riigikogu konverentsisaalis avalik võltsimisvastase kaubanduslepingu arutelu, mida on võimalik jälgida ka otseülekande vahendusel."
reform,"Jüri Jaansoni sõnul kasvatab seaduseelnõu puuetega inimeste eneseteadlikkust. Konventsioon aitab puudega inimestele luua võrdsed võimalused ühiskonna teiste liikmetega. Riigid on kohustatud rakendama ja tutvustama meetmeid, et edendada puudega inimeste õigusi ja vähendada võimalusi diskrimineerimiseks."
reform,"Sotsid ülistavad laenule ja kõrgetele maksudele ehitatud näilisi „heaoluühiskondi“ kui eeskuju, mille poole püüelda, vaadates mööda asjaolust, et majanduslikult edukamad on maailmas täna hoopis riigid, kus maksud on madalad, tööpäev pikk ja pensioni asendab suurem pere või kogukonna tugi."
reform,"Järvamaalt Riigikogusse valitud Reformierakonna parlamendisaadik Tõnis Kõiv soovitab rohkem tähelepanu pöörata sellele, kuidas sotsiaaldemokraatide juhtimine praktikas töötas Türi valda pankroti äärele viies. "
reform,"Kui suur osa Eesti elektrivõrgust on seisus, kus see väiksemagi tormi tõttu lakkab töötamast, tuleb leida ka muid lahendusi lisaks tänastele, mis lubavad investeerida vaid tarbijaid ahistava võrgutasu arvelt. Pikemas plaanis tuleks ka tõsiselt kaaluda Euroopa Liidu vahendite suunamist võrkude ümberkujundamisesse ja remonti."
reform,"Video Valdo Randpere, Kalle Jentsi ja Margus Hansoni lõbusast esitusest, mille eest saadi Riigikogu külastanud jõuluvanalt kingiks ajalehest Kesknädal pärit Tallinna TV saatekava. Selleks et me ikka eluga kursis oleksime :)"
reform,"Kena tunnustus välisministrile ja -ministeeriumile. Hea töö, Urmas!"
reform,Sotsiaalminister Hanno Pevkur täna õhtul kell 21.40 ETV saates Foorum. Teemaks töötuskindlustusmaks ja töötukassa reservide konsolideerimine.
reform,"Tänases Maalehes kirjutab justiitsminister, kuidas kvaliteetsem seadusandlus sündima peaks. Hea õigusloome põhimõtteid järgides hakkavad seadused edaspidi sündima aeglasemalt, eeldades suuremat ja avatumat arutelu nende sünni eel ja ümber. "
reform,"Täna, Reformierakonna 17. sünnipäeval tähistame Liberalismi päeva. Liberalismi Akadeemia seminaril kuulutati Aasta Liberaaliks 2011 ajakirjanik Anvar Samost."
reform,"Omavalitsusteni jõuab järgmisel aastal arvestatav osa riigieelarves investeeringuteks kavandatud 1,25 miljardist eurost, mis on läbi aegade kõrgeim tase ühel eelarveaastal. Võrreldes tänavusega on kasv tervelt 28 protsenti."
reform,"Täna kogunenud Reformierakonna juhatus arutas sotsiaalminister Hanno Pevkuri poolt ette valmistatud seaduse muudatusi, mis loovad vanemahüvitise jätkuna Eestisse vanemapensioni süsteemi."
reform,"Andruse sõnul on Reformierakonna haldusreformi kava näol tegemist põhimõtteliselt sama kavaga, mille esitas eelmine regionaalminister, Isamaa ja Res Publica Liitu (IRL) kuuluv Vallo Reimaa. IRL paraku Reimaa kava ei toetanud."
reform,"Justiitsminister Kristen Michali sõnul muudab seaduse heaks selle arusaadavus, selgus, põhjendatus ning mõju eelnev hindamine. Seadusloome protsessis tuleb kõiki neid tingimusi algusest lõpuni meeles pidada ning jätkuvalt nendele vastavust kontrollida."
reform,E-valimiste üle arutleb täna Vikerraadio Reporteritunnis (kl 14-15) Valdo Randpere.
reform,"Keskkonnaminister Keit Pentusel on hea meel, et parlamenti saadetud 2012. aasta eelarves on väga olulisel kohal loodusressursside säästmisele ja saastamise vähendamisele suunatud investeeringud."
reform,"Riigikogu kultuurikomisjoni liige Lauri Luik selgitab, mida kujutab endast rahvusvaheline bakalaureuseõpe (IB) ja miks see hea on."
reform,"Rahandusministeeriumi sõnul on järgmisel aastal plaanis 4,4-protsendiline pensionitõus. Ühtlasi taastatakse sissemaksed II samba fondi täies mahus."
reform,"Kuna Euroopa Komisjoni rahandusvoliniku koht on hetkel hõivatud;) siis pole võimatu, et Jürgen kandideerib Eesti Panga presidendiks."
reform,"Eesti sisemajanduse kogutoodang (SKP) kasvas statistikaameti esialgse hinnangu kohaselt teises kvartalis 8,4 protsenti ning võrreldes eelmise kvartaliga 1,8 protsenti, mis oli rahandusministeeriumi hinnangul oodatust positiivsem areng."
reform,"Uus ATS kaasajastab avalikku teenistust, muudab seda dünaamilisemaks ning annab seal töötavatele inimestele võimalusi suuremaks liikumisvabaduseks ja eneseteostuseks."
reform,"Tunnustame hea töö eest Urmas Paeti, kes pingutas koos teiste tublide inimestega, et eesti jalgratturid tagasi koju jõuaks. Valitsuse 100 päevaga on Urmase haldusalas saavutatud teisigi eesmärke - diplomaatiliste suhete sõlmimine Tuvalu, Salomoni saarte, Sierra Leone ja Somaaliaga. Ametisse astus esimene Eesti suursaadik Kuveidis, avati aukonsulaadid USA Arizona osariigis, taodeldi viisavabadust Tai kuningriigilt."
reform,"Justiitsminister Kristen Michal selgitab seaduste valmimise tagamaid ning lubab edaspidi seadusloomes rohkem analüüsi, arutelu ja kaasamist."
reform,Õnnel tuli hea mõte: miks mitte kanda Laulu- ja tantsupeo kontserte üle Vabaduse väljaku ekraanidel?
reform,"Urmas sõidab Beirutisse, kuna eelmisel nädalal nimetati ametisse uus Liibanoni valitsus ja tema eesmärk on kohtuda selle liikmete, välisministri, siseministri, peaministri ning samuti uuesti ka presidendiga.
"
reform,
